ds,method,split_number,normalized
3_credit_approval,KNN,8,0.0
3_credit_approval,KNN,9,0.0
3_credit_approval,LightGBM,0,0.649805447470817
3_credit_approval,LightGBM,1,0.9721448467966575
3_credit_approval,LightGBM,2,0.8181818181818186
3_credit_approval,LightGBM,3,0.8045977011494232
3_credit_approval,LightGBM,4,0.9441860465116262
3_credit_approval,LightGBM,5,0.9467455621301782
3_credit_approval,LightGBM,6,0.7880184331797234
3_credit_approval,LightGBM,7,0.3025210084033604
3_credit_approval,LightGBM,8,0.9179104477611952
3_credit_approval,LightGBM,9,0.8840579710144932
3_credit_approval,LogReg,0,0.7821011673151759
3_credit_approval,LogReg,1,0.6935933147632312
3_credit_approval,LogReg,2,0.7647058823529418
3_credit_approval,LogReg,3,0.5747126436781603
3_credit_approval,LogReg,4,0.7674418604651159
3_credit_approval,LogReg,5,0.674556213017752
3_credit_approval,LogReg,6,0.8433179723502296
3_credit_approval,LogReg,7,0.5714285714285706
3_credit_approval,LogReg,8,0.7985074626865687
3_credit_approval,LogReg,9,0.7681159420289864
3_credit_approval,MLP,0,0.5642023346303497
3_credit_approval,MLP,1,0.7270194986072419
3_credit_approval,MLP,2,0.8395721925133681
3_credit_approval,MLP,3,0.4712643678160914
3_credit_approval,MLP,4,0.9255813953488365
3_credit_approval,MLP,5,0.7692307692307699
3_credit_approval,MLP,6,0.9078341013824889
3_credit_approval,MLP,7,1.0
3_credit_approval,MLP,8,0.8432835820895537
3_credit_approval,MLP,9,0.8260869565217398
3_credit_approval,RandomForest,0,0.9105058365758764
3_credit_approval,RandomForest,1,0.7660167130919224
3_credit_approval,RandomForest,2,0.7058823529411775
3_credit_approval,RandomForest,3,0.9540229885057453
3_credit_approval,RandomForest,4,0.9302325581395327
3_credit_approval,RandomForest,5,0.9822485207100594
3_credit_approval,RandomForest,6,0.769585253456221
3_credit_approval,RandomForest,7,0.6050420168067229
3_credit_approval,RandomForest,8,0.9813432835820906
3_credit_approval,RandomForest,9,1.0
3_credit_approval,SVM,0,0.7431906614785991
3_credit_approval,SVM,1,0.6100278551532028
3_credit_approval,SVM,2,0.7219251336898398
3_credit_approval,SVM,3,0.5517241379310353
3_credit_approval,SVM,4,0.8232558139534873
3_credit_approval,SVM,5,0.7633136094674566
3_credit_approval,SVM,6,0.8248847926267284
3_credit_approval,SVM,7,0.9159663865546221
3_credit_approval,SVM,8,0.8134328358208961
3_credit_approval,SVM,9,1.0
3_credit_approval,TabPFN,0,1.0
3_credit_approval,TabPFN,1,0.8774373259052919
3_credit_approval,TabPFN,2,1.0
3_credit_approval,TabPFN,3,0.9080459770114906
3_credit_approval,TabPFN,4,0.9627906976744183
3_credit_approval,TabPFN,5,0.8934911242603556
3_credit_approval,TabPFN,6,1.0
3_credit_approval,TabPFN,7,0.7394957983193275
3_credit_approval,TabPFN,8,0.9701492537313443
3_credit_approval,TabPFN,9,1.0
3_credit_approval,XGBoost,0,0.4941634241245139
3_credit_approval,XGBoost,1,1.0
3_credit_approval,XGBoost,2,0.8395721925133696
3_credit_approval,XGBoost,3,0.7471264367816075
3_credit_approval,XGBoost,4,0.962790697674417
3_credit_approval,XGBoost,5,1.0
3_credit_approval,XGBoost,6,0.7327188940092161
3_credit_approval,XGBoost,7,0.23529411764705804
3_credit_approval,XGBoost,8,1.0
3_credit_approval,XGBoost,9,0.7971014492753631
4_australian_credit,CatBoost,0,0.9166666666666641
4_australian_credit,CatBoost,1,0.7281553398058241
4_australian_credit,CatBoost,2,0.8867924528301889
4_australian_credit,CatBoost,3,1.0
4_australian_credit,CatBoost,4,0.5555555555555509
4_australian_credit,CatBoost,5,0.7391304347826122
4_australian_credit,CatBoost,6,0.8726114649681532
4_australian_credit,CatBoost,7,0.9999999999999964
4_australian_credit,CatBoost,8,1.0
4_australian_credit,CatBoost,9,0.7878787878787877
4_australian_credit,KNN,0,0.0
4_australian_credit,KNN,1,0.0
4_australian_credit,KNN,2,0.4999999999999988
4_australian_credit,KNN,3,0.0
4_australian_credit,KNN,4,0.0
4_australian_credit,KNN,5,0.0
4_australian_credit,KNN,6,0.0
4_australian_credit,KNN,7,0.14864864864864377
4_australian_credit,KNN,8,0.09154929577464818
4_australian_credit,KNN,9,0.0
4_australian_credit,LightGBM,0,0.7500000000000016
4_australian_credit,LightGBM,1,0.7087378640776688
4_australian_credit,LightGBM,2,0.6415094339622626
4_australian_credit,LightGBM,3,0.8352941176470617
4_australian_credit,LightGBM,4,0.6049382716049374
4_australian_credit,LightGBM,5,0.18840579710145372
4_australian_credit,LightGBM,6,0.7579617834394904
4_australian_credit,LightGBM,7,0.29729729729729815
4_australian_credit,LightGBM,8,0.8450704225352127
4_australian_credit,LightGBM,9,0.5151515151515182
4_australian_credit,LogReg,0,0.6309523809523802
4_australian_credit,LogReg,1,0.9999999999999974
4_australian_credit,LogReg,2,1.0
4_australian_credit,LogReg,3,0.7882352941176465
4_australian_credit,LogReg,4,0.6049382716049374
4_australian_credit,LogReg,5,0.42028985507246264
4_australian_credit,LogReg,6,0.8089171974522298
4_australian_credit,LogReg,7,0.3783783783783782
4_australian_credit,LogReg,8,0.1690140845070418
4_australian_credit,LogReg,9,1.0
4_australian_credit,MLP,0,0.7500000000000016
4_australian_credit,MLP,1,1.0
4_australian_credit,MLP,2,0.8301886792452834
4_australian_credit,MLP,3,0.8352941176470587
4_australian_credit,MLP,4,0.40740740740740766
4_australian_credit,MLP,5,0.33333333333333715
4_australian_credit,MLP,6,0.8089171974522298
4_australian_credit,MLP,7,0.5945945945945963
4_australian_credit,MLP,8,0.6056338028168999
4_australian_credit,MLP,9,0.8181818181818163
